Name,Crime,Past Criminal History,Currently on Probation,Currently Employed at Least Part Time,Age,sentence,Black Name
DeAndre Wilkins,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,True
Ryan Thompson,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,False
Zachary Fitzpatrick,"Shooting another individual, causing serious injury to them",No prior convictions,No,No,18-21,Prison,False
Zachary Fitzpatrick,Possessing 1/3 of an ounce of heroin,No prior convictions,No,Yes,18-21,Probation,False
Timothy Bartlett,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,False
Austin Walsh,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Mathew Roberts,Firing a gun at another individual (but missing),No prior convictions,No,Yes,22-30,Probation,False
Jalen Washington,"Forging checks worth a total of $5,000",No prior convictions,No,Yes,15-17,Probation,True
Austin Walsh,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,Yes,18-21,Prison,False
Jamal Jones,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,True
Trevon Williams,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",No,No,15-17,Prison,True
Austin Walsh,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",No,No,18-21,Prison,False
Timothy Bartlett,Possessing 6.8 pounds of heroin,No prior convictions,No,No,18-21,Prison,False
Jalen Washington,Possessing 1/3 of an ounce of heroin,No prior convictions,No,No,18-21,Probation,True
DeShawn Jackson,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",Yes,No,18-21,Prison,True
Jamal Jones,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",Yes,Yes,18-21,Prison,True
Malik Johnson,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",No,Yes,18-21,Prison,True
Trevon Williams,"Shooting another individual, causing serious injury to them",No prior convictions,No,Yes,18-21,Prison,True
Corey Kennedy,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",Yes,No,15-17,Prison,False
Garrett Riddle,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,No,15-17,Probation,False
Nicholas Austin,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Darius Thomas,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,No,No,15-17,Prison,True
DeShawn Jackson,Possessing 6.8 pounds of heroin,No prior convictions,Yes,No,15-17,Prison,True
Mathew Roberts,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",No,No,18-21,Prison,False
Mathew Roberts,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",No,No,18-21,Prison,False
Terrell Turner,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,True
Jamal Jones,Possessing 6.8 pounds of heroin,No prior convictions,No,No,22-30,Prison,True
Timothy Bartlett,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,No,Yes,15-17,Prison,False
Zachary Fitzpatrick,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",Yes,Yes,15-17,Prison,False
Malik Johnson,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,True
Corey Kennedy,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",No,No,22-30,Prison,False
Garrett Riddle,Firing a gun at another individual (but missing),No prior convictions,No,No,18-21,Prison,False
Garrett Riddle,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,False
Marquis Harris,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",No,Yes,18-21,Prison,True
Garrett Riddle,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Corey Kennedy,"Shooting another individual, causing serious injury to them",No prior convictions,Yes,Yes,18-21,Probation,False
Darnell Haynes,Possessing 1/3 of an ounce of heroin,No prior convictions,Yes,No,22-30,Probation,True
Jamal Jones,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,Yes,22-30,Prison,True
Terrell Turner,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,True
Malik Johnson,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",No,Yes,22-30,Prison,True
Zachary Fitzpatrick,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,False
Zachary Fitzpatrick,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",No,Yes,22-30,Prison,False
Mathew Roberts,"Forging checks worth a total of $5,000",No prior convictions,No,Yes,15-17,Probation,False
Terrell Turner,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,Yes,22-30,Prison,True
Terrell Turner,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,True
Timothy Bartlett,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,Yes,22-30,Prison,False
Christopher Schmidt,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,False
Trevon Williams,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",Yes,Yes,22-30,Prison,True
Corey Kennedy,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,No,15-17,Prison,False
Terrell Turner,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,No,15-17,Prison,True
Alex Steele,"Shooting another individual, causing serious injury to them",No prior convictions,Yes,No,18-21,Prison,False
Ryan Thompson,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,False
Christopher Schmidt,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,Yes,No,15-17,Prison,False
DeShawn Jackson,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",Yes,Yes,22-30,Prison,True
Corey Kennedy,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",Yes,Yes,18-21,Prison,False
DeAndre Wilkins,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,Yes,22-30,Probation,True
Darnell Haynes,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,True
Austin Walsh,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,False
Zachary Fitzpatrick,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",No,No,15-17,Prison,False
Mathew Roberts,"Forging checks from 12 different individuals worth a total of $60,000",No prior convictions,No,No,15-17,Prison,False
Marquis Harris,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,True
Trevon Williams,"Forging checks worth a total of $5,000",No prior convictions,Yes,No,18-21,Probation,True
Corey Kennedy,Threatening to pull a gun during a dispute with another individual,No prior convictions,Yes,Yes,15-17,Probation,False
Daniel Nash,Possessing 1/3 of an ounce of heroin,No prior convictions,No,Yes,18-21,Probation,False
Terrell Turner,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 2 years",No,No,15-17,Prison,True
Garrett Riddle,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",Yes,Yes,22-30,Prison,False
DeShawn Jackson,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",Yes,No,22-30,Prison,True
Timothy Bartlett,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,False
Corey Kennedy,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,No,22-30,Prison,False
Terrell Turner,Threatening to pull a gun during a dispute with another individual,No prior convictions,Yes,Yes,18-21,Probation,True
Garrett Riddle,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",Yes,Yes,22-30,Prison,False
Christopher Schmidt,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",Yes,No,22-30,Prison,False
Darnell Haynes,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,True
DeAndre Wilkins,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,True
Jalen Washington,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",Yes,No,15-17,Prison,True
Darius Thomas,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",No,Yes,15-17,Prison,True
Terrell Turner,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",Yes,Yes,22-30,Prison,True
Darius Thomas,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,No,No,22-30,Prison,True
Ryan Thompson,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,False
Corey Kennedy,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,False
Timothy Bartlett,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",Yes,No,18-21,Prison,False
Trevon Williams,"Forging checks from 12 different individuals worth a total of $60,000",No prior convictions,Yes,No,18-21,Prison,True
Timothy Bartlett,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",No,Yes,18-21,Prison,False
Mathew Roberts,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,False
DeAndre Wilkins,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",Yes,No,18-21,Prison,True
Trevon Williams,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",No,No,18-21,Prison,True
Tyrone Brown,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,True
Malik Johnson,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",No,No,15-17,Prison,True
Marquis Harris,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,Yes,18-21,Prison,True
Terrell Turner,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",Yes,No,15-17,Prison,True
Darius Thomas,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",Yes,Yes,22-30,Prison,True
Mathew Roberts,Possessing 6.8 pounds of heroin,No prior convictions,No,No,15-17,Prison,False
Daniel Nash,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",No,No,15-17,Prison,False
Garrett Riddle,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",No,Yes,22-30,Prison,False
Timothy Bartlett,"Forging checks worth a total of $5,000",No prior convictions,No,Yes,18-21,Probation,False
Alex Steele,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",No,No,18-21,Prison,False
Corey Kennedy,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Terrell Turner,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,No,15-17,Probation,True
Garrett Riddle,Possessing 6.8 pounds of heroin,No prior convictions,Yes,Yes,22-30,Prison,False
Darius Thomas,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 2 years",No,No,18-21,Prison,True
Timothy Bartlett,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",No,Yes,15-17,Prison,False
Daniel Nash,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,False
Marquis Harris,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",No,No,22-30,Prison,True
Ryan Thompson,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",No,No,18-21,Prison,False
Jalen Washington,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,True
Darius Thomas,"Shooting another individual, causing serious injury to them",No prior convictions,No,No,18-21,Prison,True
Trevon Williams,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,No,Yes,15-17,Prison,True
Christopher Schmidt,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",No,No,22-30,Prison,False
Christopher Schmidt,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,No,15-17,Prison,False
Malik Johnson,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",Yes,Yes,22-30,Prison,True
Daniel Nash,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,False
Darius Thomas,Firing a gun at another individual (but missing),No prior convictions,Yes,No,22-30,Prison,True
Zachary Fitzpatrick,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Malik Johnson,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,Yes,22-30,Prison,True
Darius Thomas,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,True
Jalen Washington,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,True
Tyrone Brown,Threatening to pull a gun during a dispute with another individual,No prior convictions,Yes,No,22-30,Probation,True
Garrett Riddle,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",Yes,No,18-21,Prison,False
Tyrone Brown,Possessing 6.8 pounds of heroin,No prior convictions,No,No,22-30,Prison,True
Jamal Jones,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",No,No,22-30,Prison,True
Zachary Fitzpatrick,"Forging checks from 12 different individuals worth a total of $60,000",No prior convictions,No,Yes,15-17,Prison,False
Ryan Thompson,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",No,No,18-21,Prison,False
DeAndre Wilkins,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",Yes,Yes,18-21,Prison,True
Corey Kennedy,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",No,No,15-17,Prison,False
Austin Walsh,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,No,22-30,Prison,False
Daniel Nash,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,False
Daniel Nash,"Forging checks worth a total of $5,000",No prior convictions,Yes,No,18-21,Prison,False
Austin Walsh,"Shooting another individual, causing serious injury to them",No prior convictions,No,Yes,18-21,Prison,False
Terrell Turner,"Shooting another individual, causing serious injury to them",No prior convictions,Yes,Yes,18-21,Prison,True
Tyrone Brown,Threatening to pull a gun during a dispute with another individual,No prior convictions,Yes,No,22-30,Probation,True
DeAndre Wilkins,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,True
Darius Thomas,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",Yes,Yes,15-17,Prison,True
DeShawn Jackson,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",Yes,Yes,18-21,Prison,True
Jalen Washington,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",No,Yes,18-21,Prison,True
Corey Kennedy,"Forging checks from 12 different individuals worth a total of $60,000",No prior convictions,No,Yes,15-17,Prison,False
Alex Steele,Possessing 6.8 pounds of heroin,No prior convictions,Yes,Yes,22-30,Prison,False
Alex Steele,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,No,18-21,Prison,False
Malik Johnson,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",No,No,22-30,Prison,True
DeShawn Jackson,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,Yes,18-21,Probation,True
DeShawn Jackson,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 2 years",Yes,Yes,18-21,Prison,True
Darius Thomas,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",Yes,Yes,18-21,Prison,True
Tyrone Brown,"Forging checks worth a total of $5,000",No prior convictions,Yes,Yes,18-21,Probation,True
Jalen Washington,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",Yes,Yes,15-17,Prison,True
Mathew Roberts,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,False
Timothy Bartlett,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,False
Ryan Thompson,Firing a gun at another individual (but missing),No prior convictions,Yes,No,18-21,Prison,False
Austin Walsh,Firing a gun at another individual (but missing),No prior convictions,Yes,Yes,15-17,Probation,False
Daniel Nash,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Trevon Williams,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,True
Daniel Nash,"Forging checks from 12 different individuals worth a total of $60,000",No prior convictions,No,Yes,22-30,Prison,False
Nicholas Austin,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,False
Corey Kennedy,Possessing 1/3 of an ounce of heroin,No prior convictions,No,No,18-21,Prison,False
Zachary Fitzpatrick,"Forging checks worth a total of $5,000",No prior convictions,No,Yes,15-17,Probation,False
Darnell Haynes,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",Yes,No,18-21,Prison,True
Jamal Jones,Possessing 6.8 pounds of heroin,No prior convictions,Yes,No,18-21,Prison,True
Alex Steele,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,False
Alex Steele,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,False
Christopher Schmidt,"Forging checks worth a total of $5,000",No prior convictions,No,Yes,15-17,Probation,False
Jalen Washington,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",No,No,18-21,Prison,True
Garrett Riddle,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,False
Mathew Roberts,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",Yes,Yes,18-21,Prison,False
Trevon Williams,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,True
Austin Walsh,Firing a gun at another individual (but missing),No prior convictions,Yes,Yes,22-30,Probation,False
Christopher Schmidt,Possessing 6.8 pounds of heroin,No prior convictions,No,Yes,15-17,Prison,False
Corey Kennedy,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,No,15-17,Prison,False
DeAndre Wilkins,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,True
DeShawn Jackson,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,No,18-21,Prison,True
Mathew Roberts,"Shooting another individual, causing serious injury to them",No prior convictions,No,No,15-17,Prison,False
Malik Johnson,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",No,No,18-21,Prison,True
Darius Thomas,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",Yes,No,22-30,Prison,True
Tyrone Brown,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",No,No,22-30,Prison,True
Garrett Riddle,Possessing 6.8 pounds of heroin,No prior convictions,Yes,No,18-21,Prison,False
Ryan Thompson,"Forging checks from 12 different individuals worth a total of $60,000",No prior convictions,Yes,Yes,18-21,Prison,False
Austin Walsh,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",Yes,Yes,18-21,Prison,False
Jalen Washington,"Forging checks from 12 different individuals worth a total of $60,000",No prior convictions,No,Yes,15-17,Prison,True
Nicholas Austin,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,False
Nicholas Austin,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,False
Terrell Turner,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 2 years",No,No,15-17,Prison,True
DeShawn Jackson,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",No,Yes,22-30,Prison,True
Corey Kennedy,Firing a gun at another individual (but missing),No prior convictions,Yes,No,18-21,Probation,False
Alex Steele,Possessing 6.8 pounds of heroin,No prior convictions,Yes,No,15-17,Prison,False
Tyrone Brown,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",Yes,Yes,18-21,Prison,True
Trevon Williams,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,No,15-17,Probation,True
DeAndre Wilkins,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,Yes,22-30,Prison,True
Darnell Haynes,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",Yes,No,22-30,Prison,True
Trevon Williams,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,True
Alex Steele,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,No,No,15-17,Prison,False
Austin Walsh,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,False
Christopher Schmidt,Firing a gun at another individual (but missing),No prior convictions,No,Yes,15-17,Probation,False
Terrell Turner,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,True
Zachary Fitzpatrick,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 2 years",No,Yes,15-17,Prison,False
Darius Thomas,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",Yes,Yes,15-17,Prison,True
Darius Thomas,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,True
Ryan Thompson,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,Yes,22-30,Prison,False
Corey Kennedy,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",No,Yes,18-21,Prison,False
Ryan Thompson,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",No,No,18-21,Prison,False
Mathew Roberts,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,No,Yes,15-17,Prison,False
Terrell Turner,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",Yes,No,18-21,Prison,True
Zachary Fitzpatrick,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,False
Alex Steele,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Terrell Turner,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,No,18-21,Prison,True
Marquis Harris,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",No,Yes,18-21,Prison,True
Mathew Roberts,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,Yes,18-21,Probation,False
Jalen Washington,Possessing 1/3 of an ounce of heroin,No prior convictions,No,Yes,15-17,Probation,True
DeAndre Wilkins,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,True
Jamal Jones,"Forging checks worth a total of $5,000",No prior convictions,Yes,No,15-17,Probation,True
Austin Walsh,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",Yes,No,15-17,Prison,False
Zachary Fitzpatrick,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Tyrone Brown,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",No,Yes,15-17,Prison,True
Zachary Fitzpatrick,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,False
Terrell Turner,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",No,Yes,22-30,Prison,True
Alex Steele,Possessing 6.8 pounds of heroin,No prior convictions,No,Yes,15-17,Prison,False
Austin Walsh,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",Yes,Yes,22-30,Prison,False
Garrett Riddle,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,Yes,15-17,Probation,False
Mathew Roberts,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",Yes,Yes,22-30,Prison,False
Jalen Washington,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",No,Yes,15-17,Prison,True
Jalen Washington,"Forging checks from 12 different individuals worth a total of $60,000",No prior convictions,No,No,15-17,Prison,True
Daniel Nash,"Shooting another individual, causing serious injury to them",No prior convictions,Yes,No,15-17,Prison,False
Daniel Nash,"Forging checks worth a total of $5,000",No prior convictions,No,Yes,22-30,Probation,False
Terrell Turner,Possessing 6.8 pounds of heroin,No prior convictions,Yes,Yes,15-17,Prison,True
Terrell Turner,Firing a gun at another individual (but missing),No prior convictions,No,No,18-21,Prison,True
Darius Thomas,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,True
Ryan Thompson,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",No,Yes,18-21,Prison,False
Jalen Washington,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",No,No,15-17,Prison,True
Jalen Washington,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",Yes,Yes,18-21,Prison,True
Marquis Harris,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",Yes,Yes,18-21,Prison,True
Mathew Roberts,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",No,Yes,18-21,Prison,False
Christopher Schmidt,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,No,Yes,18-21,Prison,False
Tyrone Brown,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,True
Corey Kennedy,Possessing 1/3 of an ounce of heroin,No prior convictions,No,No,15-17,Probation,False
DeAndre Wilkins,Firing a gun at another individual (but missing),No prior convictions,Yes,No,15-17,Prison,True
Alex Steele,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,False
Zachary Fitzpatrick,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",Yes,No,18-21,Prison,False
Zachary Fitzpatrick,Possessing 6.8 pounds of heroin,No prior convictions,Yes,No,15-17,Prison,False
Timothy Bartlett,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",Yes,No,18-21,Prison,False
Garrett Riddle,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 6 months",Yes,Yes,15-17,Prison,False
DeShawn Jackson,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",No,Yes,15-17,Prison,True
Marquis Harris,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",Yes,Yes,18-21,Probation,True
Terrell Turner,"Forging checks from 12 different individuals worth a total of $600,000","Previous conviction, sentenced to 2 years",Yes,No,18-21,Prison,True
DeAndre Wilkins,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,No,Yes,18-21,Prison,True
Mathew Roberts,Possessing 6.8 pounds of heroin,No prior convictions,No,Yes,22-30,Prison,False
